Community,House_type,Listing_price,Sigma_estimate,Sold_price,Bedroom,Washroom,Parking,Tax,Maintenance,Size,Days_on_market,Exposure,heat,water,hydro,Size_cat
Mount Pleasant East - Toronto,Condo Apt,615000,598202,615000.0,1.0,1,1,2519.0,504.0,600.0,8,E,1,0,0,"[600, 700)"
Waterfront Communities C8 - Toronto,Condo Apt,589900,581969,585000.0,1.0,1,0,1769.0,392.0,500.0,12,W,0,0,0,"[500, 600)"
Bay Street Corridor - Toronto,Condo Apt,579900,568370,572500.0,1.0,1,1,2195.0,668.0,500.0,13,NE,1,1,1,"[500, 600)"
Willowdale East - Toronto,Condo Apt,620000,626416,614800.0,2.0,2,0,2009.0,577.5540540540541,782.0,12,S,0,0,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,579900,577106,580000.0,1.0,1,0,1979.0,427.0,500.0,13,N,0,0,0,"[500, 600)"
Niagara - Toronto,Condo Apt,649900,649732,652000.0,1.33,1,1,2363.0,402.0,600.0,13,W,0,1,0,"[600, 700)"
South Riverdale - Toronto,Condo Apt,699900,714411,690000.0,1.33,1,1,2600.0,476.0,600.0,20,E,1,1,0,"[600, 700)"
Leaside - Toronto,Condo Apt,499000,545305,568000.0,1.33,1,1,2009.0,476.0,600.0,22,E,0,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,648000,661407,625000.0,1.33,1,1,2483.0,478.0,700.0,22,NW,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,599900,594589,585000.0,1.0,1,0,2164.0,294.0,500.0,26,W,0,1,0,"[500, 600)"
Annex - Toronto,Condo Apt,565500,549071,540000.0,1.0,1,0,2753.0,442.0,0.0,29,S,1,1,0,"[0, 500)"
Bay Street Corridor - Toronto,Condo Apt,649900,641769,645000.0,1.0,1,0,2249.0,331.0,0.0,38,N,1,1,0,"[0, 500)"
Church-Yonge Corridor - Toronto,Condo Apt,689000,688302,672600.0,1.0,1,0,2690.0,355.0,700.0,40,SW,0,1,0,"[700, 800)"
Church-Yonge Corridor - Toronto,Condo Apt,588000,584799,580000.0,1.0,1,0,2495.0,496.0,600.0,48,N,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,560000,557175,552000.0,1.0,1,0,1949.0,418.0,500.0,68,E,1,1,0,"[500, 600)"
Church-Yonge Corridor - Toronto,Condo Apt,609900,603146,587500.0,1.0,1,1,2225.0,526.0,625.0,98,E,1,1,1,"[600, 700)"
Niagara - Toronto,Condo Apt,649900,644096,656000.0,1.33,1,0,2261.0,369.0,600.0,0,S,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,689000,694936,685000.0,1.33,1,1,2717.0,465.0,600.0,1,S,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,599900,600363,588000.0,1.0,1,0,2048.0,294.0,500.0,3,W,1,1,0,"[500, 600)"
Church-Yonge Corridor - Toronto,Condo Apt,589000,573330,583500.0,1.0,1,0,1955.0,444.0,600.0,5,S,1,1,1,"[600, 700)"
Niagara - Toronto,Condo Apt,579000,592977,630000.0,1.33,1,1,2147.0,552.0,600.0,4,W,1,1,0,"[600, 700)"
Waterfront Communities C8 - Toronto,Condo Apt,599990,610576,706000.0,1.33,1,0,2627.0,504.0,600.0,6,S,1,1,0,"[600, 700)"
Niagara - Toronto,Condo Apt,599900,626292,714500.0,2.0,2,1,2339.0,473.0,700.0,6,W,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,629900,623146,610000.0,1.0,1,0,1601.0,687.0,500.0,6,W,1,1,1,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,628000,616524,618100.0,1.0,1,0,2500.0,350.0,500.0,7,W,1,0,0,"[500, 600)"
Mount Pleasant West - Toronto,Condo Apt,660000,671442,670000.0,1.33,2,0,2945.0,491.0,600.0,7,S,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,599000,610736,620000.0,1.33,1,0,2105.0,340.0,500.0,7,E,1,1,0,"[500, 600)"
Mount Pleasant West - Toronto,Condo Apt,599990,584352,580000.0,1.33,1,0,2197.8396946564885,362.0,500.0,7,SE,0,0,0,"[500, 600)"
Regent Park - Toronto,Condo Apt,575000,581033,577500.0,1.33,1,0,1759.0,361.0,500.0,7,NW,1,1,0,"[500, 600)"
North St. James Town - Toronto,Condo Apt,579000,565287,588800.0,1.33,1,0,1973.0,430.0,600.0,10,NW,1,1,0,"[600, 700)"
Mount Pleasant West - Toronto,Condo Apt,578000,571674,565000.0,1.0,1,0,2414.0,379.0,500.0,9,E,0,0,0,"[500, 600)"
Bay Street Corridor - Toronto,Condo Apt,598000,577622,592000.0,1.0,1,0,2081.0,319.0,0.0,11,NW,1,1,0,"[0, 500)"
Waterfront Communities C1 - Toronto,Condo Apt,595000,583659,595000.0,1.0,1,0,2118.0,407.0,600.0,20,S,1,1,0,"[600, 700)"
Moss Park - Toronto,Condo Apt,649999,655281,635000.0,1.33,2,1,2717.0,610.0,700.0,33,W,1,0,0,"[700, 800)"
Church-Yonge Corridor - Toronto,Condo Apt,550000,533033,530000.0,1.33,1,0,1598.0,421.0,500.0,37,E,0,0,0,"[500, 600)"
Church-Yonge Corridor - Toronto,Condo Apt,569000,557833,565000.0,1.33,1,0,1877.0,332.0,500.0,40,N,1,0,0,"[500, 600)"
Waterfront Communities C8 - Toronto,Condo Apt,700000,694158,680000.0,1.33,1,1,2789.0,576.0,700.0,68,S,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,629900,635641,681000.0,1.33,1,0,2765.0,447.0,600.0,0,E,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,649900,641197,665000.0,1.0,1,1,1980.0,525.0,600.0,2,NW,0,1,0,"[600, 700)"
Church-Yonge Corridor - Toronto,Condo Apt,599900,603517,631000.0,1.33,1,0,2790.0,379.0,600.0,2,NE,1,1,0,"[600, 700)"
Moss Park - Toronto,Condo Apt,569990,570476,590000.0,1.33,1,1,1889.0,400.0,500.0,2,N,1,1,1,"[500, 600)"
Church-Yonge Corridor - Toronto,Condo Apt,679888,663239,681800.0,1.33,1,0,2729.0,365.0,500.0,3,E,1,1,0,"[500, 600)"
High Park-Swansea - Toronto,Condo Apt,595500,584417,615780.0,2.0,1,1,2090.0,569.0,700.0,7,SE,1,1,0,"[700, 800)"
Niagara - Toronto,Condo Apt,697700,705265,690000.0,1.33,1,1,1973.0,465.0,600.0,6,W,1,1,0,"[600, 700)"
Bay Street Corridor - Toronto,Condo Apt,649900,648815,635000.0,1.33,1,1,2370.0,628.0,700.0,13,SW,1,1,1,"[700, 800)"
Bay Street Corridor - Toronto,Condo Apt,609000,597626,600000.0,1.0,1,0,2201.0,354.0,0.0,20,N,1,1,0,"[0, 500)"
Mount Pleasant East - Toronto,Condo Apt,588000,596651,588000.0,1.0,1,0,2564.0,414.0,500.0,25,N,0,0,0,"[500, 600)"
Little Portugal - Toronto,Condo Apt,599000,610523,618500.0,2.0,1,1,2009.0,441.0,600.0,0,SE,1,1,0,"[600, 700)"
Church-Yonge Corridor - Toronto,Condo Apt,592800,560336,595000.0,1.0,1,0,1680.0,338.0,0.0,1,S,0,0,0,"[0, 500)"
High Park-Swansea - Toronto,Condo Apt,599900,607884,600000.0,1.33,1,1,1980.0,614.0,600.0,2,NE,1,1,1,"[600, 700)"
Kensington-Chinatown - Toronto,Condo Apt,629900,628082,720000.0,1.33,1,1,2927.0,523.0,700.0,2,E,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,597000,592964,647000.0,1.33,1,1,2229.0,492.0,600.0,3,N,1,1,0,"[600, 700)"
Humewood-Cedarvale - Toronto,Condo Apt,554000,560579,554000.0,1.0,1,1,2441.0,550.0,500.0,3,N,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,689000,709340,730000.0,2.33,2,1,2766.0,626.0,800.0,4,N,1,1,0,"[800, 900)"
Waterfront Communities C1 - Toronto,Condo Apt,658800,648835,655000.0,1.0,1,0,2075.0,398.0,500.0,3,S,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,699000,708014,765000.0,2.0,2,0,2853.0,454.0,700.0,4,NW,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,669000,669081,685000.0,1.33,1,0,2573.0,567.0,600.0,5,NE,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,639900,637777,625000.0,1.0,1,0,2639.0,555.0,600.0,25,E,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,669900,670417,669000.0,2.0,1,0,2887.0,499.0,500.0,26,NE,0,0,0,"[500, 600)"
Bay Street Corridor - Toronto,Condo Apt,675000,677499,642000.0,1.0,1,1,2507.0,545.0,600.0,78,E,1,1,1,"[600, 700)"
Church-Yonge Corridor - Toronto,Condo Apt,609000,589562,565000.0,1.33,1,0,2291.0,615.0,600.0,82,S,1,1,1,"[600, 700)"
Church-Yonge Corridor - Toronto,Condo Apt,599900,610527,592000.0,1.33,1,1,2040.0,612.0,500.0,115,S,0,1,0,"[500, 600)"
Rockcliffe-Smythe - Toronto,Condo Apt,710000,701774,685000.0,3.0,2,1,1955.0,825.0,1000.0,146,NE,1,1,1,"[1000, 1100)"
Waterfront Communities C1 - Toronto,Condo Apt,654900,637280,655000.0,1.0,1,0,2405.0,386.0,0.0,0,N,1,1,0,"[0, 500)"
Waterfront Communities C1 - Toronto,Condo Apt,619000,603156,610000.0,1.0,1,0,2197.8396946564885,341.0,500.0,2,E,1,0,0,"[500, 600)"
South Parkdale - Toronto,Condo Townhouse,699000,713047,765000.0,2.0,1,1,2795.0,469.0,800.0,1,NE,0,1,0,"[800, 900)"
Moss Park - Toronto,Condo Apt,609000,592656,633000.0,1.0,1,1,2183.0,527.0,600.0,2,S,1,1,1,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,599000,649502,703000.0,1.33,2,0,2567.0,993.0,900.0,3,S,1,1,0,"[900, 1000)"
Regent Park - Toronto,Condo Apt,599000,605491,667500.0,1.33,1,1,2003.0,431.0,600.0,3,W,1,1,0,"[600, 700)"
Annex - Toronto,Condo Apt,648000,640701,632000.0,1.33,1,0,3565.0,565.0,500.0,3,N,1,1,0,"[500, 600)"
Niagara - Toronto,Condo Apt,624900,631209,635000.0,1.33,1,1,2141.0,415.0,600.0,4,W,1,1,0,"[600, 700)"
South Riverdale - Toronto,Condo Townhouse,675000,697091,710000.0,2.0,1,1,2360.0,257.0,600.0,7,S,0,1,0,"[600, 700)"
Waterfront Communities C8 - Toronto,Condo Apt,669000,652915,650000.0,1.0,1,0,2722.0,472.0,600.0,9,SW,0,0,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,569000,565695,560000.0,1.0,1,1,2003.0,453.0,500.0,9,N,1,1,0,"[500, 600)"
Mount Pleasant West - Toronto,Condo Apt,649000,647124,646000.0,1.33,1,1,2729.0,411.0,600.0,12,W,0,0,0,"[600, 700)"
Church-Yonge Corridor - Toronto,Condo Apt,645000,626265,635000.0,1.33,1,0,2450.0,354.0,500.0,18,S,0,0,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,589900,575768,573000.0,1.0,1,0,2197.8396946564885,320.0,500.0,22,S,1,1,0,"[500, 600)"
Mount Pleasant West - Toronto,Condo Apt,585000,583335,580000.0,1.33,1,0,2357.0,371.0,500.0,23,W,0,1,0,"[500, 600)"
Moss Park - Toronto,Condo Apt,599900,591731,585000.0,1.33,1,0,2033.0,429.0,600.0,32,E,1,1,1,"[600, 700)"
Bay Street Corridor - Toronto,Condo Apt,599000,586064,580500.0,1.0,1,0,2197.8396946564885,349.0,500.0,46,S,0,0,0,"[500, 600)"
Annex - Toronto,Condo Apt,688800,677114,670000.0,1.33,1,0,3026.0,416.0,500.0,64,W,0,0,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,609800,591038,586500.0,1.33,1,1,1999.0,356.0,500.0,89,SW,1,1,0,"[500, 600)"
East End-Danforth - Toronto,Condo Townhouse,669900,685580,780000.0,2.0,2,1,2578.0,232.0,1000.0,0,W,0,0,0,"[1000, 1100)"
Moss Park - Toronto,Condo Apt,628080,619773,636000.0,1.33,2,0,2177.0,426.0,700.0,1,W,1,1,0,"[700, 800)"
Woodbine Corridor - Toronto,Condo Townhouse,699900,751489,875000.0,2.0,2,0,2591.0,450.0,1400.0,1,N,0,0,0,"[1100, 1500)"
Niagara - Toronto,Condo Apt,566000,562124,592000.0,1.0,1,0,2051.0,376.0,600.0,1,N,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,595000,585374,595000.0,1.0,1,0,2039.0,505.0,700.0,2,E,1,1,0,"[700, 800)"
Niagara - Toronto,Condo Apt,699900,702620,755000.0,1.33,1,1,2732.0,351.0,700.0,2,S,1,0,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,649900,642813,630000.0,1.0,1,1,2453.0,375.0,500.0,4,W,0,0,0,"[500, 600)"
Briar Hill-Belgravia - Toronto,Condo Townhouse,575000,609065,640000.0,2.0,1,1,2315.0,298.0,700.0,8,W,0,0,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,635000,599822,610000.0,1.0,1,0,1901.0,359.0,0.0,8,NW,1,1,0,"[0, 500)"
Bayview Village - Toronto,Condo Apt,638800,629997,820253.0,4.33,3,1,2399.0,694.2727272727273,1300.0,9,N,0,0,0,"[1100, 1500)"
Waterfront Communities C1 - Toronto,Condo Apt,619900,620143,612000.0,1.33,1,0,2108.0,432.0,600.0,13,N,1,1,0,"[600, 700)"
Church-Yonge Corridor - Toronto,Condo Apt,599900,593302,588000.0,1.0,1,0,1643.0,367.0,0.0,13,E,0,0,0,"[0, 500)"
High Park North - Toronto,Condo Apt,624900,613271,615000.0,1.0,1,0,2150.0,358.0,500.0,16,SW,1,1,0,"[500, 600)"
Cabbagetown-South St. James Town - Toronto,Condo Apt,611000,600540,609000.0,1.33,1,1,2237.0,785.0,800.0,21,N,1,1,1,"[800, 900)"
Waterfront Communities C8 - Toronto,Condo Apt,559900,537874,550000.0,1.0,1,0,1826.0,392.0,500.0,22,SW,0,0,0,"[500, 600)"
Bay Street Corridor - Toronto,Condo Apt,668000,647553,650000.0,1.0,1,0,2733.0,417.0,500.0,32,S,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,639900,637607,615000.0,1.33,1,0,2411.0,471.0,600.0,76,N,1,1,0,"[600, 700)"
Church-Yonge Corridor - Toronto,Condo Apt,579000,562457,560000.0,1.0,1,1,2197.8396946564885,659.0,500.0,91,N,1,0,0,"[500, 600)"
Moss Park - Toronto,Condo Apt,599900,547555,555000.0,1.0,1,0,2102.0,400.0,500.0,191,NE,1,0,0,"[500, 600)"
South Riverdale - Toronto,Condo Apt,639900,656599,670000.0,1.33,1,1,2219.0,408.0,500.0,1,N,1,1,0,"[500, 600)"
Niagara - Toronto,Condo Apt,589000,584865,589900.0,1.0,1,1,1913.0,380.0,500.0,2,S,1,1,0,"[500, 600)"
Little Portugal - Toronto,Condo Apt,599000,597888,590000.0,2.0,1,1,1985.0,428.0,600.0,2,SW,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,699900,689379,705000.0,1.33,1,1,2218.0,591.0,700.0,4,SE,1,1,1,"[700, 800)"
Church-Yonge Corridor - Toronto,Condo Apt,558800,536679,555000.0,1.0,1,0,2099.0,370.0,500.0,5,E,1,1,0,"[500, 600)"
Bay Street Corridor - Toronto,Condo Apt,659000,634351,653000.0,1.0,1,0,2537.0,359.0,500.0,9,W,1,1,0,"[500, 600)"
Bay Street Corridor - Toronto,Condo Apt,569900,550812,550000.0,1.0,1,0,1931.0,403.0,500.0,9,NW,0,1,0,"[500, 600)"
Kensington-Chinatown - Toronto,Condo Apt,599900,598727,697000.0,1.33,2,0,2322.5,471.0,600.0,13,W,0,0,0,"[600, 700)"
Annex - Toronto,Condo Apt,580000,565810,575000.0,1.33,1,0,2147.0,673.0,600.0,13,N,0,0,1,"[600, 700)"
Church-Yonge Corridor - Toronto,Condo Apt,699000,682962,800000.0,2.0,1,1,2254.0,533.0,600.0,13,SW,1,1,0,"[600, 700)"
Mount Pleasant West - Toronto,Condo Apt,599000,607524,599000.0,1.33,1,0,2458.0,407.0,600.0,14,W,1,0,0,"[600, 700)"
Bay Street Corridor - Toronto,Condo Apt,578000,553863,573000.0,1.0,1,0,1889.0,274.0,0.0,14,S,1,1,0,"[0, 500)"
Regent Park - Toronto,Condo Apt,684800,668726,681500.0,1.33,2,1,2063.0,539.0,600.0,15,W,1,0,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,599000,619466,660000.0,2.0,2,0,2459.0,401.0,600.0,18,S,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,638900,624635,625000.0,1.0,1,0,2195.0,384.0,500.0,23,N,1,1,0,"[500, 600)"
Niagara - Toronto,Condo Apt,580000,571585,545000.0,1.0,1,1,1793.0,345.0,500.0,26,S,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,639000,639302,630000.0,1.33,1,1,2675.0,562.0,700.0,30,S,1,1,0,"[700, 800)"
Mount Pleasant West - Toronto,Condo Apt,635000,621852,620000.0,2.0,1,0,2381.0,835.0,800.0,49,S,1,1,0,"[800, 900)"
Niagara - Toronto,Condo Apt,685000,671638,685000.0,1.33,1,1,2237.0,499.0,600.0,61,NW,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,599000,586494,555000.0,1.0,1,0,1949.0,360.0,500.0,111,N,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,629000,626373,665000.0,1.33,1,1,2315.0,505.0,800.0,0,S,0,1,0,"[800, 900)"
East York - Toronto,Detached,699000,836064,1100000.0,1.0,1,1,3502.0,577.5540540540541,700.0,0,E,0,0,0,"[700, 800)"
Niagara - Toronto,Condo Apt,599000,615281,622000.0,1.33,1,0,2486.0,408.0,600.0,1,E,1,1,0,"[600, 700)"
Niagara - Toronto,Condo Apt,638800,630839,633000.0,1.0,2,0,2105.0,361.0,600.0,1,W,1,1,0,"[600, 700)"
Caledonia-Fairbank - Toronto,Detached,650000,657753,711500.0,1.33,2,0,1271.0,484.4277620396601,607.1553398058253,1,W,0,0,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,699000,698698,699990.0,1.0,1,0,2333.0,434.0,500.0,2,N,1,1,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,599000,619312,577000.0,1.0,1,1,2399.0,626.0,700.0,11,SE,1,1,1,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,679000,669588,694500.0,1.33,1,1,2591.0,649.0,600.0,12,E,1,1,0,"[600, 700)"
Kensington-Chinatown - Toronto,Condo Apt,679900,673691,690000.0,1.33,2,1,2711.0,418.0,600.0,12,S,1,1,0,"[600, 700)"
Waterfront Communities C8 - Toronto,Condo Apt,559900,546991,530000.0,1.33,1,0,1853.0,490.0,600.0,15,NW,1,1,1,"[600, 700)"
Church-Yonge Corridor - Toronto,Condo Apt,649900,630514,588000.0,1.0,1,0,2315.0,329.0,0.0,20,E,0,0,0,"[0, 500)"
Waterfront Communities C1 - Toronto,Condo Apt,688888,683472,685000.0,1.33,1,1,2591.0,630.0,600.0,22,SE,1,1,0,"[600, 700)"
Bay Street Corridor - Toronto,Condo Apt,665000,654362,655000.0,2.33,2,0,2129.0,984.0,1000.0,25,NW,1,1,0,"[1000, 1100)"
Niagara - Toronto,Condo Apt,588000,582888,570000.0,1.0,1,1,1973.0,380.0,500.0,26,S,1,1,0,"[500, 600)"
Flemingdon Park - Toronto,Condo Apt,625000,610503,602000.0,3.0,2,1,1433.0,702.0,1000.0,42,N,1,1,1,"[1000, 1100)"
Dovercourt-Wallace Emerson-Junction - Toronto,Condo Apt,688000,700142,660000.0,2.0,2,1,2243.0,530.0,700.0,53,NW,1,1,0,"[700, 800)"
Bay Street Corridor - Toronto,Condo Apt,645000,644594,632000.0,1.0,1,1,2429.0,745.0,700.0,68,E,1,1,1,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,649900,612107,618888.0,1.33,1,0,2243.0,484.0,600.0,70,SW,1,1,1,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,628000,604051,601500.0,1.0,1,0,2177.0,363.0,500.0,77,N,1,1,0,"[500, 600)"
Church-Yonge Corridor - Toronto,Condo Apt,619118,596868,565118.0,1.33,2,0,2279.0,907.0,900.0,92,NW,1,1,1,"[900, 1000)"
Church-Yonge Corridor - Toronto,Condo Apt,649999,622247,657500.0,1.0,1,0,1592.0,338.0,500.0,0,W,1,1,0,"[500, 600)"
Mount Pleasant West - Toronto,Condo Apt,599900,620863,675000.0,2.0,2,0,2735.0,475.0,700.0,2,W,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,598000,588960,628000.0,1.0,1,1,2267.0,468.0,500.0,2,S,1,1,0,"[500, 600)"
Dovercourt-Wallace Emerson-Junction - Toronto,Condo Townhouse,699000,756894,810000.0,2.33,2,1,2453.0,338.0,800.0,5,E,0,1,0,"[800, 900)"
Junction Area - Toronto,Condo Apt,699000,694380,740000.0,2.0,1,1,2063.0,410.0,700.0,7,N,0,1,0,"[700, 800)"
South Riverdale - Toronto,Condo Apt,599000,612864,650000.0,1.0,1,1,2333.0,448.0,500.0,7,N,1,1,0,"[500, 600)"
South Riverdale - Toronto,Condo Apt,649900,659685,665000.0,1.33,1,1,2351.0,421.0,600.0,7,W,1,1,0,"[600, 700)"
Kensington-Chinatown - Toronto,Condo Apt,599999,605085,600000.0,1.33,1,0,2309.0,527.0,600.0,7,E,1,1,0,"[600, 700)"
Little Portugal - Toronto,Condo Apt,689000,686482,670000.0,2.0,2,0,2039.0,422.0,700.0,11,E,1,1,0,"[700, 800)"
Church-Yonge Corridor - Toronto,Condo Apt,589900,582098,560000.0,1.33,1,0,2327.0,521.0,500.0,11,SW,1,0,0,"[500, 600)"
Niagara - Toronto,Condo Apt,619990,615864,620000.0,1.33,1,1,2200.0,500.0,600.0,12,SE,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,615000,594980,590000.0,1.0,1,0,2459.0,381.0,500.0,17,SW,1,1,0,"[500, 600)"
Casa Loma - Toronto,Condo Apt,699000,690356,696500.0,1.66,1,1,2777.0,606.0,800.0,13,E,1,1,0,"[800, 900)"
Church-Yonge Corridor - Toronto,Condo Apt,578800,564720,598000.0,1.0,1,1,1844.0,656.0,500.0,18,W,0,1,0,"[500, 600)"
Regent Park - Toronto,Condo Apt,629000,620483,629000.0,1.33,1,1,2046.0,501.0,700.0,24,E,1,1,0,"[700, 800)"
Bay Street Corridor - Toronto,Condo Apt,649900,636268,628000.0,1.0,1,1,2387.0,516.0,600.0,26,E,1,1,1,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,649500,639583,630000.0,1.33,1,0,2381.0,533.0,600.0,33,N,1,1,0,"[600, 700)"
Leaside - Toronto,Condo Apt,560000,553962,551500.0,1.33,1,1,1805.0,382.0,500.0,48,S,1,1,0,"[500, 600)"
Niagara - Toronto,Condo Apt,609900,594977,591000.0,1.0,1,1,2129.0,380.0,500.0,61,S,1,1,0,"[500, 600)"
Niagara - Toronto,Condo Apt,649000,643295,635000.0,1.33,1,1,2140.0,415.0,600.0,61,N,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,660000,630521,615000.0,1.33,1,1,2159.0,544.0,600.0,72,N,1,1,1,"[600, 700)"
Moss Park - Toronto,Condo Apt,670000,660012,660000.0,2.0,2,0,2500.0,509.0,700.0,81,W,1,1,0,"[700, 800)"
Church-Yonge Corridor - Toronto,Condo Apt,689900,640602,635000.0,2.0,1,0,2405.0,529.0,700.0,101,W,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,660000,648082,655000.0,1.33,1,1,2480.0,479.0,600.0,138,NW,1,1,0,"[600, 700)"
Junction Area - Toronto,Condo Apt,569900,564787,555750.0,1.33,1,0,1700.0,307.0,600.0,2,S,1,1,0,"[600, 700)"
Bay Street Corridor - Toronto,Condo Apt,675000,659667,670000.0,1.0,1,0,2759.0,428.0,600.0,3,E,1,1,0,"[600, 700)"
Kensington-Chinatown - Toronto,Condo Apt,599000,608628,590000.0,1.0,1,1,2303.0,602.0,600.0,10,S,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,688888,693316,748888.0,2.0,2,1,2597.0,502.0,700.0,10,E,1,1,0,"[700, 800)"
Yonge-St. Clair - Toronto,Condo Apt,675000,639335,668000.0,1.33,1,1,2315.0,1099.0,700.0,13,W,0,1,0,"[700, 800)"
Mount Pleasant West - Toronto,Condo Apt,699999,719880,690000.0,2.0,2,1,2915.0,702.0,700.0,29,N,1,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,699000,679435,691800.0,1.0,1,0,2201.0,408.0,500.0,30,N,1,1,0,"[500, 600)"
Waterfront Communities C8 - Toronto,Condo Apt,689900,690154,690000.0,1.33,1,0,2400.0,350.0,600.0,2,SE,1,1,0,"[600, 700)"
Cabbagetown-South St. James Town - Toronto,Condo Apt,629900,631347,640000.0,1.33,1,1,2177.0,766.0,800.0,4,S,1,1,1,"[800, 900)"
Waterfront Communities C1 - Toronto,Condo Apt,629000,631293,630000.0,1.33,1,1,2123.0,470.0,500.0,3,SW,1,1,0,"[500, 600)"
Bay Street Corridor - Toronto,Condo Apt,649900,652347,639000.0,1.0,1,0,2585.0,396.0,500.0,8,S,1,1,0,"[500, 600)"
Bay Street Corridor - Toronto,Condo Apt,628000,610166,628000.0,1.0,1,0,2441.0,326.0,500.0,28,W,1,1,0,"[500, 600)"
Niagara - Toronto,Condo Apt,615000,602965,586600.0,2.0,2,1,1917.0,554.0,600.0,32,W,1,1,0,"[600, 700)"
Moss Park - Toronto,Condo Apt,629900,619530,609900.0,1.33,1,1,2493.0,449.0,600.0,115,E,1,1,0,"[600, 700)"
Dovercourt-Wallace Emerson-Junction - Toronto,Condo Apt,575000,571755,606200.0,1.33,1,1,1709.0,515.0,600.0,2,S,1,1,0,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,628800,609597,630000.0,1.0,1,1,2302.0,470.0,600.0,2,W,1,1,1,"[600, 700)"
Waterfront Communities C1 - Toronto,Condo Apt,624888,600182,603500.0,1.0,1,0,2197.8396946564885,354.0,500.0,3,S,1,1,0,"[500, 600)"
Church-Yonge Corridor - Toronto,Condo Apt,660000,637761,630000.0,1.0,1,0,2444.0,416.0,500.0,7,E,1,0,0,"[500, 600)"
Waterfront Communities C1 - Toronto,Condo Apt,579500,569450,571500.0,1.0,1,0,1943.0,521.0,700.0,8,SE,0,1,0,"[700, 800)"
Waterfront Communities C1 - Toronto,Condo Apt,599000,600409,580000.0,1.33,1,1,2297.0,605.0,600.0,9,SE,1,1,1,"[600, 700)"
Dovercourt-Wallace Emerson-Junction - Toronto,Condo Apt,687900,695827,675000.0,2.0,2,1,2459.0,577.0,800.0,10,SW,1,1,0,"[800, 900)"
Niagara - Toronto,Condo Apt,589000,580925,570000.0,1.0,1,1,1789.0,422.0,500.0,15,E,1,1,0,"[500, 600)"
Church-Yonge Corridor - Toronto,Condo Apt,659000,656143,642500.0,1.66,2,1,2460.0,1096.0,1000.0,16,W,1,1,1,"[1000, 1100)"
Church-Yonge Corridor - Toronto,Condo Apt,645000,627627,645000.0,1.33,1,0,2483.0,398.0,500.0,16,SE,1,1,0,"[500, 600)"
