Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Days_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality
C5097756,Unit 604 - 185 Roehampton Ave,Mount Pleasant West - Toronto,Condo Apt,599999,597211,2021-02-11 00:00:00,596000.0,1.33,1,0,2075.0,"Condo Apt, Apartment",348.0,0-5,500.0,,,12,29.0,2021-01-29 00:00:00,2021-02-10 00:00:00,1740.0,2.2,Yonge & Eglington,"Bike Storage, Concierge, Exercise Room, Gym, Party/Meeting Room, Visitor Parking",NE,Toronto
C5096565,Unit 1902 - 51 Lower Simcoe St E,Waterfront Communities C1 - Toronto,Condo Apt,599900,609550,2021-02-11 00:00:00,585000.0,1.0,1,1,2195.0,"Condo Apt, Apartment",383.0,11-15,500.0,,"water,heat",14,31.0,2021-01-27 00:00:00,2021-02-11 00:00:00,1695.0,1.98,York & Bremner,"Exercise Room, Games Room, Guest Suites, Gym, Indoor Pool, Rooftop Deck/Garden",E,Toronto
"C5089207, 40057420",Unit 29 - 5 Hanna Ave E,Niagara - Toronto,Condo Apt,649000,669098,2021-02-11 00:00:00,632000.0,1.0,2,1,2027.0,"Condo Apt, 2-Storey",355.0,6-10,545.0,,"water,heat",23,24.0,2021-01-18 00:00:00,2021-02-11 00:00:00,1994.0,2.49,King & Strachan,"Concierge, Exercise Room, Gym, Visitor Parking",E,Toronto
W5084721,Unit 204 - 1150 Briar Hill Ave,Briar Hill-Belgravia - Toronto,Condo Townhouse,698000,746945,2021-02-11 00:00:00,678000.0,2.0,2,1,2726.0,"Condo Townhouse, Stacked Townhse",360.0,0-5,1000.0,,,27,32.0,2021-01-14 00:00:00,2021-02-11 00:00:00,2482.0,2.86,Dufferin & Briar Hill,"Bbqs Allowed, Bike Storage, Party/Meeting Room, Visitor Parking",E,Toronto
C5083892,Unit S126 - 455 Front St E,Waterfront Communities C8 - Toronto,Condo Apt,699900,736964,2021-02-10 00:00:00,695000.0,1.33,2,0,3118.0,"Condo Apt, 2-Storey",702.0,,1000.0,,"water,heat",28,27.0,2021-01-13 00:00:00,2021-02-10 00:00:00,1942.0,1.4,Front St E & Cherry,"Concierge, Games Room, Gym, Party/Meeting Room, Rooftop Deck/Garden, Security Guard",N,Toronto
C5079852,Unit 3702 - 21 Iceboat Terr,Waterfront Communities C1 - Toronto,Condo Apt,558000,541290,2021-02-10 00:00:00,548000.0,1.0,1,0,1835.0,"Condo Apt, Apartment",392.0,0-5,500.0,,"water,heat",33,27.0,2021-01-08 00:00:00,2021-02-10 00:00:00,1933.0,2.81,Spadina &  Fort York,"Concierge, Games Room, Gym, Indoor Pool, Recreation Room",NE,Toronto
C5078219,Unit 3406 - 386 Yonge St,Bay Street Corridor - Toronto,Condo Apt,625000,626566,2021-02-11 00:00:00,620000.0,1.0,1,0,2362.0,"Condo Apt, Apartment",350.0,0-5,500.0,,"water,heat",34,35.0,2021-01-07 00:00:00,2021-02-11 00:00:00,1441.0,1.49,South Of College St,"Bike Storage, Car Wash, Concierge, Gym, Party/Meeting Room, Security System",E,Toronto
C5001220,Unit 707 - 8 Mercer St,Waterfront Communities C1 - Toronto,Condo Apt,598000,610992,2021-02-12 00:00:00,595200.0,1.33,1,0,2522.0,"Condo Apt, Apartment",307.0,,500.0,,"water,heat",79,23.0,2020-11-23 00:00:00,2021-02-12 00:00:00,1841.0,2.32,King St West & John Street,"Concierge, Exercise Room, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",S,Toronto
C4999786,Unit 712 - 15 Brunel Crt,Waterfront Communities C1 - Toronto,Condo Apt,570000,566763,2021-02-12 00:00:00,550000.0,1.33,1,0,1883.0,"Condo Apt, Apartment",340.0,11-15,500.0,,"water,heat",79,23.0,2020-11-23 00:00:00,2021-02-12 00:00:00,1819.0,2.52,Fort York & Spadian,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Security Guard",E,Toronto
C4991323,Unit 3008 - 375 King St W,Waterfront Communities C1 - Toronto,Condo Apt,575000,581577,2021-02-11 00:00:00,575000.0,1.0,1,0,2179.0,"Condo Apt, Apartment",368.0,6-10,500.0,,"water,heat",86,31.0,2020-11-16 00:00:00,2021-02-11 00:00:00,1575.0,1.89,King & Spadina,,N,Toronto
C5109190,Unit 1602 - 100 Western Battery Rd,Niagara - Toronto,Condo Apt,588000,618495,2021-02-19 00:00:00,595000.0,1.33,1,0,2159.0,"Condo Apt, 3",494.0,,600.0,,"water,heat",0,26.0,2021-02-09 00:00:00,2021-02-19 00:00:00,1829.0,2.07,King & Strachan,"Bus Ctr (Wifi Bldg), Concierge, Exercise Room, Guest Suites, Indoor Pool, Party/Meeting Room",SE,Toronto
W5108018,Unit 407 - 1375 Dupont St,Dovercourt-Wallace Emerson-Junction - Toronto,Condo Apt,639000,664903,2021-02-11 00:00:00,628000.0,1.33,2,1,2015.0,"Condo Apt, Loft",664.0,,800.0,,"water,heat",1,16.0,2021-02-08 00:00:00,2021-02-11 00:00:00,1811.0,1.66,Dupont & Lansdowne,"Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",NW,Toronto
C5108032,Unit 1905 - 11 Charlotte St,Niagara - Toronto,Condo Apt,589900,582837,2021-02-10 00:00:00,590000.0,1.0,1,0,1889.0,"Condo Apt, Apartment",371.0,0-5,0.0,,"water,heat",1,26.0,2021-02-08 00:00:00,2021-02-10 00:00:00,1827.0,2.44,King St W & Spadina,"Bbqs Allowed, Concierge, Exercise Room, Gym, Outdoor Pool, Party/Meeting Room",N,Toronto
C5107931,Unit 816 - 150 Sudbury St,Little Portugal - Toronto,Condo Apt,569000,597144,2021-02-10 00:00:00,640000.0,1.33,1,1,2168.0,"Condo Apt, Loft",476.0,11-15,700.0,,"water,heat",1,25.0,2021-02-08 00:00:00,2021-02-10 00:00:00,1817.0,2.12,Queen & Dovercourt,"Guest Suites, Gym, Party/Meeting Room, Sauna, Visitor Parking",E,Toronto
C5107645,Unit 633 - 525 Adelaide St W,Waterfront Communities C1 - Toronto,Condo Apt,669900,678236,2021-02-18 00:00:00,696000.0,1.33,2,1,2248.0,"Condo Apt, Apartment",446.0,0-5,600.0,,heat,1,33.0,2021-02-08 00:00:00,2021-02-18 00:00:00,2300.0,2.64,King & Bathurst,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",W,Toronto
C5107299,Unit 514 - 736 Spadina Ave,University - Toronto,Condo Apt,678000,693271,2021-02-10 00:00:00,685000.0,1.33,1,1,2904.0,"Condo Apt, Apartment",524.0,,600.0,,"water,heat",4,37.0,2021-02-05 00:00:00,2021-02-10 00:00:00,2132.0,2.06,Bloor & Spadina,"Concierge, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",E,Toronto
C5106329,Unit 3111 - 361 Front St,Waterfront Communities C1 - Toronto,Condo Apt,619800,617316,2021-02-10 00:00:00,656000.0,1.33,1,1,2003.0,"Condo Apt, Apartment",525.0,,600.0,,"water,hydro,heat",4,33.0,2021-02-05 00:00:00,2021-02-10 00:00:00,1838.0,1.93,Front St & Blue Jays Way,"Gym, Indoor Pool, Party/Meeting Room, Sauna, Security Guard, Tennis Court",NE,Toronto
C5103520,Unit 1002 - 75 Queens Wharf Rd,Waterfront Communities C1 - Toronto,Condo Apt,619000,626953,2021-02-10 00:00:00,708000.0,1.33,1,1,2639.0,"Condo Apt, Apartment",550.0,,700.0,,"water,heat",6,33.0,2021-02-03 00:00:00,2021-02-10 00:00:00,2000.0,2.02,Spadina & Lakeshore,"Concierge, Games Room, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",E,Toronto
C5103154,Unit 901 - 28 Ted Rogers Way,Church-Yonge Corridor - Toronto,Condo Apt,598888,586353,2021-02-09 00:00:00,622000.0,1.33,1,0,2153.0,"Condo Apt, Apartment",486.0,,600.0,,"water,heat",6,37.0,2021-02-03 00:00:00,2021-02-09 00:00:00,1900.0,2.17,Bloor St East & Jarvis,"Concierge, Exercise Room, Indoor Pool, Media Room, Party/Meeting Room, Visitor Parking",E,Toronto
C5102793,Unit 3303 - 33 Sudbury St,Niagara - Toronto,Condo Townhouse,699000,715225,2021-02-09 00:00:00,816000.0,2.0,1,1,2741.0,"Condo Townhouse, 3-Storey",482.0,,800.0,,"water,hydro,heat",6,20.0,2021-02-03 00:00:00,2021-02-09 00:00:00,2341.0,2.47,King & Sudbury,"Bbqs Allowed, Bike Storage, Rooftop Deck/Garden",S,Toronto
